event,date,country,city,artist,album,track,isrc,linkid
click,2021-08-21,Bangladesh,Dhaka,Maroon 5,JORDI (Deluxe),Nobody's Love,USUM72013111,ea760970-1df7-406a-8428-c3baf030a801
click,2021-08-21,India,New Delhi,ArrDee,Oliver Twist,Oliver Twist,GBUM72102854,cc1775fc-579d-4393-a850-d2cffbc42cfd
click,2021-08-21,France,Unknown,Evanescence,Fallen,Bring Me To Life,USWU30200093,0ea9f8bf-a144-42bd-a7b0-124e73914da4
click,2021-08-21,United States,Annandale,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes,Hats Off (feat. Travis Scott),USUG12101600,3f8df856-e7de-46e8-ad58-65b2dc89b41d
click,2021-08-21,United States,Rice Lake,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-21,United States,Carmel,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-22,Ghana,Accra,"Dave, Stormzy",Clash (feat. Stormzy),Clash (feat. Stormzy),GBUM72103840,5d501227-1a9e-4830-ad81-e115d3879548
click,2021-08-22,United States,Bryan,The Weeknd,Take My Breath,Take My Breath,USUG12102076,98590adf-3c0b-4cca-8140-6d1aedad6832
click,2021-08-22,Ghana,Accra,"Pop Smoke, Lil Tjay",Shoot For The Stars Aim For The Moon,Mood Swings (feat. Lil Tjay),USUM72013632,9d325586-9453-4664-88e8-cdf24c43ffa0
click,2021-08-22,Pakistan,Lahore,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780
click,2021-08-21,France,Ajaccio,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-21,United States,Houston,PinkPantheress,Break It Off,Break It Off,QZES52183092,4f3fd357-b2b0-4ddb-b047-8cef495611d6
click,2021-08-21,Sweden,Gothenburg,PinkPantheress,Pain,Pain,QZFZ52145391,fd647d87-4c7a-4dd1-92c6-0e7dd7fdf4f1
click,2021-08-21,Pakistan,Multan,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-19,India,Kolkata,Christina Perri,A Thousand Years,A Thousand Years,USAT21102141,f33886d8-612b-46c8-8d1b-db631523f1a4
click,2021-08-19,India,Hyderabad,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-19,United States,San Antonio,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-19,United States,Palestine,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,c89d0bb7-fdd0-4bda-a770-3abd16b45f2e
click,2021-08-21,United States,The Villages,Ghostemane,ANTI-ICON,Fed Up,ZZOPM2003235,6613d200-6f39-448c-ad55-bf545c541622
click,2021-08-22,Brazil,Quarai,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-22,United States,Spring Hill,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
click,2021-08-19,United States,Guymon,Lil Baby,The Voice of the Heroes,Who I Want,Unknown,cddfba28-2253-5cd6-856e-994d637f1c2e
click,2021-08-19,United States,Boynton Beach,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
click,2021-08-19,United States,Union,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-19,India,Bhopal,Uzumaki Baka,Agar Tum Sath Ho Remix,Agar Tum Sath Ho Remix,BXY5K2118446,92699f7a-acc7-4262-af67-12ffbd31d17d
click,2021-08-19,Philippines,Bayawan,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-22,India,Pune,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325
click,2021-08-22,United Kingdom,Nottingham,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-22,India,Punjab,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,India,Kishanganj,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-22,India,Nagpur,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9
click,2021-08-22,India,Ramannapet,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf
click,2021-08-21,Canada,Unknown,"Kodak Black, Rod Wave",Before I Go (feat. Rod Wave),Before I Go (feat. Rod Wave),USAT22103658,265cc981-71bd-440c-a738-118a0f8cf12c
click,2021-08-21,France,Bouffere,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-19,Ghana,Accra,PinkPantheress,Passion,Passion,GBAYE2100808,3a3b7164-6c26-45a7-a64b-0b1ade487d50
click,2021-08-19,United States,Seffner,Jacquees,Rainy Day R&B,At The Club,Unknown,502d1479-b068-5df2-a8bb-cf0535291d19
click,2021-08-19,United States,Milo,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550
click,2021-08-19,United States,Belmont,The Weeknd,Take My Breath,Take My Breath,USUG12102076,98590adf-3c0b-4cca-8140-6d1aedad6832
click,2021-08-19,India,Hyderabad,Jasmine Thompson,You Are My Sunshine,You Are My Sunshine,USAT21603480,c18ad316-0819-49e2-a63f-639de9a4c408
click,2021-08-19,United States,Hayward,Twenty One Pilots,Blurryface,Stressed Out,USAT21500597,dcaa0282-674e-4980-8dca-19c0296b18ad
click,2021-08-19,India,Indore,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9
click,2021-08-19,India,Jaipur,Clairo,Sling,Amoeba,USUG12101891,50b55b68-e7a2-44f7-bd7b-5bbfc45f12e4
click,2021-08-24,United States,Unknown,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-24,Bangladesh,Dhaka,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f
click,2021-08-24,Turkey,Mersin,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-24,United Kingdom,Crewe,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-24,Australia,Adelaide CBD,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
click,2021-08-24,United Arab Emirates,Ajman,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,France,Le Mans,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-23,Jordan,Amman,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106
click,2021-08-23,France,Saint-Avertin,gnash,us,"i hate u, i love u (feat. olivia o'brien)",USAT21601051,1210448a-5857-4b98-86d1-5cf4bb993a08
click,2021-08-23,France,Merville,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-23,Netherlands,Utrecht,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325
click,2021-08-23,United States,Jacksonville,Sueco,Paralyzed,Paralyzed,USAT22104499,52762e40-cb7a-4a8a-beb7-03fbd6cca9f8
click,2021-08-19,United States,Bakersfield,Eslabon Armado,Corta Venas,Jugaste y Sufrí,Unknown,339a61ec-9379-5805-aa3b-baa2f13acb43
click,2021-08-19,Germany,Munich,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-19,France,Fontenay-sous-Bois,"Simone & Simaria, Sebastian Yatra",No Llores Más,No Llores Más,BRUM72003904,35573248-4e49-47c7-af80-08a960fa74cd
click,2021-08-19,Albania,Unknown,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-19,United States,Lakeland,Susan Sunnemo,Here comes the sun,Here comes the sun,Unknown,714c9139-05ce-5730-bd23-1f26987185c8
click,2021-08-19,Belgium,Anderlecht,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-25,Portugal,Alfena,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Peru,Trujillo,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-25,France,Port-sur-Saone,Vanessa Carlton,Be Not Nobody,A Thousand Miles,USIR10210955,06dc18f9-7d6c-480a-a6f9-282bcdbb213f
click,2021-08-25,Romania,Sighetu Marmaţiei,"Sech, Jhay Cortez",911 (Remix),911 - Remix,QM9WM2100036,b8b00717-fea0-4f50-9159-d6fdb544b81e
click,2021-08-25,India,Hyderabad,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3
click,2021-08-25,France,Capbreton,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-25,France,Limoges,"Maroon 5, Megan Thee Stallion",JORDI (Deluxe),Beautiful Mistakes (feat. Megan Thee Stallion),USUM72103449,7aaf5a76-d98d-4319-a14e-bbc618248b6c
click,2021-08-25,Ghana,Accra,Central Cee,Commitment Issues,Commitment Issues,ZZOPM2004175,05efb4a2-2100-4629-b83f-c9eb3eebcdd1
click,2021-08-25,Pakistan,Rawalpindi,"Sech, Jhay Cortez",911 (Remix),911 - Remix,QM9WM2100036,b8b00717-fea0-4f50-9159-d6fdb544b81e
click,2021-08-25,India,Unknown,Evanescence,Fallen,Bring Me To Life,USWU30200093,0ea9f8bf-a144-42bd-a7b0-124e73914da4
click,2021-08-24,United States,Overland Park,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
click,2021-08-24,United States,Houston,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-24,India,Jaipur,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-21,Norway,Oslo,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-21,Saudi Arabia,Tabuk,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,India,Varanasi,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-22,Maldives,Manadhoo,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-22,United Kingdom,Sheffield,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-22,Norway,Moss,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,c89d0bb7-fdd0-4bda-a770-3abd16b45f2e
click,2021-08-20,India,Chennai,Beach Bunny,Honeymoon,Cloud 9,USQE91600054,6e6c1939-9d37-450e-aec1-2af09140bc33
click,2021-08-20,France,Waziers,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-20,United States,Newtown,Olivia Rodrigo,good 4 u,good 4 u,USUG12101253,646cb6e2-e374-435f-880c-fd9a61829214
click,2021-08-20,Belgium,Brussels,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,France,Nancy,potsu,[oops],[oops],QM42K1738773,5014b22d-223f-409d-b442-02366786548c
click,2021-08-20,India,Hyderabad,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,2a636360-84e6-4e05-8c41-bf308b1cd8c1
click,2021-08-24,United States,Owings Mills,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550
click,2021-08-24,India,Chandigarh,"J. Cole, Lil Baby",The Off-Season,p r i d e . i s . t h e . d e v i l (with Lil Baby),QMJMT2103642,29fbb8d1-8fe5-450f-b376-0433ac8b04a2
click,2021-08-24,United States,Tomball,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-24,Germany,Trier,"Dave, Stormzy",Clash (feat. Stormzy),Clash (feat. Stormzy),GBUM72103840,5d501227-1a9e-4830-ad81-e115d3879548
click,2021-08-24,United States,Bonner Springs,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-20,Bulgaria,Varna,vaultboy,everything sucks,everything sucks,QZLBC2100155,16086160-82ff-418a-bdc5-ee35985c059d
click,2021-08-20,France,Grasse,"Pop Smoke, Lil Tjay",Shoot For The Stars Aim For The Moon,Mood Swings (feat. Lil Tjay),USUM72013632,9d325586-9453-4664-88e8-cdf24c43ffa0
click,2021-08-20,United States,Grand Rapids,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,c89d0bb7-fdd0-4bda-a770-3abd16b45f2e
click,2021-08-23,France,Montluçon,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-23,United States,Antioch,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c
click,2021-08-23,Latvia,Riga,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-23,Germany,Lohmar,Surf Curse,Freaks,Freaks,USAT22102269,631c210a-b92b-4218-89ae-99a9a13c6d99
click,2021-08-23,Iraq,Mosul,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-23,United Kingdom,Camberwell,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534
click,2021-08-22,India,Mumbai,PinkPantheress,Break It Off,Break It Off,QZES52183092,4f3fd357-b2b0-4ddb-b047-8cef495611d6
click,2021-08-22,Germany,Berlin,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
click,2021-08-22,Oman,Muscat,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820
click,2021-08-22,Australia,Perth,Nohidea,Esuna,falling down (feat. shiloh),QM42K1742835,eb64dde2-68be-4717-9762-85af891ed7db
click,2021-08-22,United Kingdom,London,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550
click,2021-08-21,Saudi Arabia,Al Qatif,Miscél,when you left,when you left,QM42K1907890,2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c
click,2021-08-21,Australia,Sydney,"Kanye West, Dwele",Graduation,Flashing Lights,USUM70749095,1d166e49-0c0a-4fca-9456-1b3ebf57ffad
click,2021-08-21,United States,El Campo,DMX,The Definition of X: Pick Of The Litter,X Gon' Give It To Ya,USDJ20201374,bbab0036-2343-4717-8ae7-595bcb79c0e7
click,2021-08-20,India,Delhi,Stephanie Poetri,I Love You 3000,I Love You 3000,TCAEG1949593,71339343-0574-49a6-bc1b-22f173665edb
click,2021-08-20,India,Jabalpur,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-20,Ghana,Accra,Lil Tecca,MONEY ON ME,MONEY ON ME,USUM72112304,b329bd67-e62e-4c16-9d65-74e068d4094b
click,2021-08-20,South Africa,Bronkhorstspruit,"Lil Tecca, Gunna",REPEAT IT,REPEAT IT (with Gunna),USUM72113370,246b7a4c-3866-4eb2-a0bb-931c0fca7899
click,2021-08-20,Germany,Warstein,Olivia Rodrigo,SOUR,traitor,USUG12101243,23e5ca95-a514-4fad-91fa-faacc4f41142
click,2021-08-20,Switzerland,Zurich,"Dave, Stormzy",Clash (feat. Stormzy),Clash (feat. Stormzy),GBUM72103840,5d501227-1a9e-4830-ad81-e115d3879548
click,2021-08-20,Norway,Oslo,iamjuampi,Among Us,Among Us,QZK6J2095138,fe8a3fcd-7beb-4db0-8494-5238e1e1cab3
click,2021-08-21,United States,Pawlet,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-21,United States,Logan,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-21,India,Lucknow,Saweetie,Fast (Motion),Fast (Motion),USWB12100786,724e70eb-f6dc-4fd0-a1bb-fb3b6a883ee1
click,2021-08-21,United States,Providence,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-21,India,Bhopal,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-21,United States,Bethel,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-21,Jamaica,Portmore,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-21,Australia,Launceston,50 Cent,The Massacre,Just A Lil Bit,USIR10500279,c8e81e0d-6f2e-44af-b4b3-ce001774461c
click,2021-08-23,Bahrain,Manama,Joji,In Tongues (Deluxe),worldstar money (interlude),USUYG1179135,10ec9b91-818c-4b44-a04d-7a058957ee17
click,2021-08-23,Canada,Surrey,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-24,New Zealand,Dannevirke,Fleetwood Mac,Greatest Hits,Dreams,USWB19900178,a4eae39c-94c7-481b-9657-ece340958ffb
click,2021-08-24,United States,Port Saint Lucie,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-24,United States,Troy,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf
click,2021-08-25,Oman,Muscat,Duncan Laurence,Small Town Boy,Arcade (feat. FLETCHER),NL1TK2000069,cce607e4-1ecb-4ac7-9f83-eb0ce1e1e6d9
click,2021-08-25,India,Surat,Justin Bieber,Justice,Peaches,USUM72102636,6add5818-33b1-4ab1-977d-435af50e9b10
click,2021-08-25,Namibia,Windhoek,Cassie,Cassie (U.S. Version),Me & U,USBB40610361,ca74d4ae-51ce-451d-8bd7-809443d1798a
click,2021-08-25,France,Givors,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-25,India,Hyderabad,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823
click,2021-08-25,Germany,Bad Kreuznach,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-25,Saudi Arabia,Jeddah,Billie Eilish,everything i wanted,everything i wanted,USUM71922577,d1e9695c-13c2-4282-9d49-336b47a7cbdd
click,2021-08-21,Saudi Arabia,Jeddah,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9
click,2021-08-21,Netherlands,Amsterdam,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550
click,2021-08-21,India,Ahmedabad,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,795e2932-10e9-4ffc-86cc-c02872b15b04
click,2021-08-21,France,Roussillon,"Lenny Tavárez, Zion & Lennox",Me Enamora,Me Enamora,USWL12100168,8d67930e-e893-40e9-99db-50565696a639
click,2021-08-21,Germany,Alzenau in Unterfranken,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-20,Philippines,Tarlac City,Olivia Rodrigo,SOUR,happier,USUG12101254,41aa8dc7-36b0-4f9e-a8b4-777bf821bdbb
click,2021-08-20,Canada,Osoyoos,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,4a44b83e-9563-4891-af3f-36fa37421db6
click,2021-08-20,Turkey,Ankara,"Lil Tecca, Gunna",REPEAT IT,REPEAT IT (with Gunna),USUM72113370,246b7a4c-3866-4eb2-a0bb-931c0fca7899
click,2021-08-20,Switzerland,Marly,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-20,Philippines,Quezon City,Olivia Rodrigo,SOUR,happier,USUG12101254,41aa8dc7-36b0-4f9e-a8b4-777bf821bdbb
click,2021-08-20,India,Indore,Beth,Love Songs,I Need Your Love,TCACO1633038,d50fe37d-b227-456f-a234-eb94414f6982
click,2021-08-19,United States,Grovetown,Hoogway,Cozy Winter,After You,GBKQU2101966,fe8f7a23-be9d-49a6-b9b5-d26823c3f911
click,2021-08-19,United States,Providence,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534
click,2021-08-19,United States,Columbus,Santa Fe Klan,Te Ire A Buscar,Te Ire A Buscar,Unknown,514c84b3-c237-56c4-9a17-e3b815a30a65
click,2021-08-19,United States,Houston,"Pop Smoke, Future",Faith,Mr. Jones (feat. Future),USUM72112394,8b48aa99-94f3-4a8c-9a56-bcc0b2ac9fa8
click,2021-08-19,United States,West Hempstead,Kanye West,My Beautiful Dark Twisted Fantasy,All Of The Lights,USUM71027273,a69e27fd-4db5-4815-83fa-308ca76c48a3
click,2021-08-19,Iraq,Erbil,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-19,Austria,Vienna,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9
click,2021-08-19,India,Ludhiana,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-19,India,Siliguri,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,Saudi Arabia,Riyadh,Vanessa Carlton,Be Not Nobody,A Thousand Miles,USIR10210955,06dc18f9-7d6c-480a-a6f9-282bcdbb213f
click,2021-08-19,United States,Tuscaloosa,Bankrol Hayden,Pain is Temporary,Whatchu On Today (feat. Polo G),Unknown,115d5db6-e7f5-56af-acbd-7fbf717e1db4
click,2021-08-25,Netherlands,Dordrecht,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169
click,2021-08-25,France,Paris,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,Ghana,Accra,Young Thug,Tick Tock,Tick Tock,USAT22104514,e0a76dc3-7ccd-405f-8ee8-a2c55c0e0ed2
click,2021-08-25,United States,East Northport,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,India,Indore,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106
click,2021-08-25,India,Moradabad,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-24,India,Jaggayyapeta,PinkPantheress,Break It Off,Break It Off,QZES52183092,4f3fd357-b2b0-4ddb-b047-8cef495611d6
click,2021-08-24,Indonesia,Semarang,SoFaygo,Angelic 7,Knock Knock,QZFYX2070670,cb8d374a-50a0-4d4b-8dba-b84892084f1a
click,2021-08-24,India,Nagpur,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,Nepal,Unknown,"Peggy Gou, OHHYUK",Nabi,Nabi,GBJX32175007,77fd2853-1b51-413d-a3a1-b6130cfab45a
click,2021-08-25,Belgium,Gilly,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-25,Saudi Arabia,Riyadh,Kstylis,Shake That A$$,Shake That A$$,USUYG1371824,c1cb1475-a6e8-45ae-a963-e0f3932a43cc
